timestamps,open,close,high,low,volume,amount
2025-09-29 07:00:00,3770.0,3769.8,3770.0,3769.8,0.0,0
2025-09-29 08:00:00,3769.8,3776.36,3779.0,3768.57,0.0,0
2025-09-29 09:00:00,3776.37,3775.98,3779.0,3773.8,0.0,0
2025-09-29 10:00:00,3775.99,3794.42,3795.07,3773.21,0.0,0
2025-09-29 11:00:00,3794.43,3786.01,3795.84,3776.11,0.0,0
2025-09-29 12:00:00,3785.92,3801.28,3803.28,3784.34,0.0,0
2025-09-29 13:00:00,3801.28,3804.66,3809.74,3800.7,0.0,0
2025-09-29 14:00:00,3804.66,3812.9,3815.06,3800.9,0.0,0
2025-09-29 15:00:00,3812.85,3824.4,3824.4,3811.67,0.0,0
2025-09-29 16:00:00,3824.44,3828.63,3833.0,3821.41,0.0,0
2025-09-29 17:00:00,3828.69,3816.47,3829.99,3812.02,0.0,0
2025-09-29 18:00:00,3816.7,3828.01,3828.93,3816.7,0.0,0
2025-09-29 19:00:00,3828.0,3820.62,3828.24,3820.0,0.0,0
2025-09-29 20:00:00,3820.63,3827.12,3828.61,3819.44,0.0,0
2025-09-29 21:00:00,3827.13,3841.66,3844.34,3825.36,0.0,0
2025-09-29 22:00:00,3841.66,3824.92,3842.19,3819.48,0.0,0
2025-09-29 23:00:00,3824.93,3834.05,3840.0,3822.39,0.0,0
2025-09-30 00:00:00,3834.04,3836.91,3840.93,3828.09,0.0,0
2025-09-30 01:00:00,3836.91,3838.56,3840.87,3830.65,0.0,0
2025-09-30 02:00:00,3838.55,3838.46,3841.89,3835.56,0.0,0
2025-09-30 03:00:00,3838.46,3840.84,3841.98,3835.96,0.0,0
2025-09-30 04:00:00,3840.84,3838.27,3844.78,3837.52,0.0,0
2025-09-30 05:00:00,3838.27,3840.33,3843.42,3835.99,0.0,0
2025-09-30 06:00:00,3840.33,3842.19,3844.84,3832.9,0.0,0
2025-09-30 07:00:00,3842.19,3847.84,3859.48,3842.18,0.0,0
2025-09-30 08:00:00,3847.85,3845.51,3847.97,3839.29,0.0,0
2025-09-30 09:00:00,3845.51,3847.63,3848.79,3841.78,0.0,0
2025-09-30 10:00:00,3847.63,3853.73,3857.71,3846.66,0.0,0
2025-09-30 11:00:00,3853.74,3860.48,3863.21,3851.46,0.0,0
2025-09-30 12:00:00,3860.39,3858.93,3863.35,3854.85,0.0,0
2025-09-30 13:00:00,3858.92,3876.09,3880.69,3858.46,0.0,0
2025-09-30 14:00:00,3876.1,3876.74,3877.14,3872.94,0.0,0
2025-09-30 15:00:00,3876.75,3878.58,3878.84,3874.0,0.0,0
2025-09-30 16:00:00,3878.57,3866.14,3880.23,3865.46,0.0,0
2025-09-30 17:00:00,3866.15,3854.03,3869.54,3850.94,0.0,0
2025-09-30 18:00:00,3854.01,3830.12,3857.19,3821.31,0.0,0
2025-09-30 19:00:00,3830.12,3814.7,3837.0,3806.92,0.0,0
2025-09-30 20:00:00,3814.7,3827.0,3830.11,3814.61,0.0,0
2025-09-30 21:00:00,3826.99,3827.95,3834.02,3819.8,0.0,0
2025-09-30 22:00:00,3827.95,3828.97,3830.63,3820.97,0.0,0
2025-09-30 23:00:00,3828.97,3836.49,3841.03,3824.1,0.0,0
2025-10-01 00:00:00,3836.48,3862.87,3862.87,3834.91,0.0,0
2025-10-01 01:00:00,3862.87,3849.3,3862.87,3842.0,0.0,0
2025-10-01 02:00:00,3849.3,3845.96,3858.02,3844.14,0.0,0
2025-10-01 03:00:00,3846.2,3844.03,3849.27,3842.68,0.0,0
2025-10-01 04:00:00,3844.38,3859.47,3860.38,3839.9,0.0,0
2025-10-01 05:00:00,3859.25,3869.97,3869.99,3859.23,0.0,0
2025-10-01 06:00:00,3869.97,3869.18,3871.8,3859.31,0.0,0
2025-10-01 07:00:00,3869.18,3870.18,3870.18,3863.93,0.0,0
2025-10-01 08:00:00,3870.17,3871.63,3872.37,3866.05,0.0,0
2025-10-01 09:00:00,3871.62,3875.76,3875.76,3871.62,0.0,0
2025-10-01 10:00:00,3875.75,3872.23,3876.38,3867.9,0.0,0
2025-10-01 11:00:00,3872.22,3879.22,3880.0,3870.55,0.0,0
2025-10-01 12:00:00,3879.22,3873.46,3886.03,3866.66,0.0,0
2025-10-01 13:00:00,3873.46,3870.78,3875.17,3865.93,0.0,0
2025-10-01 14:00:00,3870.77,3872.87,3872.94,3865.67,0.0,0
2025-10-01 15:00:00,3872.87,3872.2,3877.78,3871.65,0.0,0
2025-10-01 16:00:00,3872.2,3870.48,3875.18,3863.63,0.0,0
2025-10-01 17:00:00,3870.48,3889.66,3889.71,3870.48,0.0,0
2025-10-01 18:00:00,3889.74,3904.49,3904.55,3889.74,0.0,0
2025-10-01 19:00:00,3904.48,3899.52,3904.58,3892.52,0.0,0
2025-10-01 20:00:00,3899.52,3895.21,3900.53,3893.88,0.0,0
2025-10-01 21:00:00,3895.22,3893.85,3896.8,3887.36,0.0,0
2025-10-01 22:00:00,3894.3,3881.5,3899.52,3876.98,0.0,0
2025-10-01 23:00:00,3881.5,3881.4,3887.69,3875.72,0.0,0
2025-10-02 00:00:00,3882.3,3882.72,3887.59,3868.64,0.0,0
2025-10-02 01:00:00,3882.72,3878.33,3886.16,3870.51,0.0,0
2025-10-02 02:00:00,3878.32,3880.54,3881.32,3871.01,0.0,0
2025-10-02 03:00:00,3880.54,3869.99,3880.55,3869.28,0.0,0
2025-10-02 04:00:00,3869.98,3868.09,3874.7,3865.0,0.0,0
2025-10-02 05:00:00,3868.09,3873.53,3876.63,3866.75,0.0,0
2025-10-02 06:00:00,3873.53,3875.49,3875.49,3868.08,0.0,0
2025-10-02 07:00:00,3875.48,3877.44,3878.19,3875.09,0.0,0
2025-10-02 08:00:00,3877.45,3871.63,3880.21,3868.83,0.0,0
2025-10-02 09:00:00,3871.63,3870.01,3874.06,3868.47,0.0,0
2025-10-02 10:00:00,3870.49,3860.06,3875.04,3857.9,0.0,0
2025-10-02 11:00:00,3860.06,3867.93,3871.38,3856.01,0.0,0
2025-10-02 12:00:00,3867.93,3873.76,3875.55,3866.92,0.0,0
2025-10-02 13:00:00,3873.76,3871.84,3878.07,3870.2,0.0,0
2025-10-02 14:00:00,3871.85,3867.07,3872.26,3864.01,0.0,0
2025-10-02 15:00:00,3867.07,3872.87,3877.0,3864.77,0.0,0
2025-10-02 16:00:00,3872.86,3869.0,3878.54,3868.2,0.0,0
2025-10-02 17:00:00,3869.0,3875.09,3878.27,3869.0,0.0,0
2025-10-02 18:00:00,3875.1,3880.46,3884.32,3873.25,0.0,0
2025-10-02 19:00:00,3880.45,3882.45,3882.67,3878.1,0.0,0
2025-10-02 20:00:00,3882.44,3885.28,3886.25,3879.54,0.0,0
2025-10-02 21:00:00,3885.29,3889.98,3892.01,3883.39,0.0,0
2025-10-02 22:00:00,3889.98,3887.39,3896.06,3881.55,0.0,0
2025-10-02 23:00:00,3887.4,3882.96,3899.0,3881.94,0.0,0
2025-10-03 00:00:00,3882.96,3851.29,3883.19,3823.79,0.0,0
2025-10-03 01:00:00,3851.01,3839.02,3855.51,3830.98,0.0,0
2025-10-03 02:00:00,3839.01,3854.71,3855.24,3838.03,0.0,0
2025-10-03 03:00:00,3854.72,3855.8,3860.0,3850.05,0.0,0
2025-10-03 04:00:00,3855.8,3859.31,3860.28,3855.44,0.0,0
2025-10-03 05:00:00,3859.32,3863.9,3867.35,3859.31,0.0,0
2025-10-03 06:00:00,3864.1,3861.5,3866.39,3858.2,0.0,0
2025-10-03 07:00:00,3861.5,3850.75,3861.5,3850.75,0.0,0
2025-10-03 08:00:00,3850.76,3860.2,3862.35,3850.76,0.0,0
2025-10-03 09:00:00,3860.2,3865.37,3866.46,3859.44,0.0,0
2025-10-03 10:00:00,3865.38,3859.61,3865.38,3859.23,0.0,0
2025-10-03 11:00:00,3859.61,3861.62,3865.01,3852.08,0.0,0
2025-10-03 12:00:00,3861.62,3853.31,3862.83,3853.21,0.0,0
2025-10-03 13:00:00,3853.31,3848.85,3855.8,3843.79,0.0,0
2025-10-03 14:00:00,3848.85,3851.83,3854.35,3848.48,0.0,0
2025-10-03 15:00:00,3851.84,3860.58,3863.28,3851.84,0.0,0
2025-10-03 16:00:00,3860.59,3862.45,3864.74,3856.64,0.0,0
2025-10-03 17:00:00,3862.45,3870.76,3870.94,3862.45,0.0,0
2025-10-03 18:00:00,3870.75,3870.56,3871.24,3866.41,0.0,0
2025-10-03 19:00:00,3870.55,3871.12,3871.13,3863.14,0.0,0
2025-10-03 20:00:00,3871.12,3871.22,3873.09,3868.0,0.0,0
2025-10-03 21:00:00,3871.23,3867.07,3871.73,3859.88,0.0,0
2025-10-03 22:00:00,3867.08,3876.45,3876.47,3865.44,0.0,0
2025-10-03 23:00:00,3876.45,3882.21,3888.68,3872.44,0.0,0
2025-10-04 00:00:00,3882.21,3880.04,3884.2,3867.04,0.0,0
2025-10-04 01:00:00,3880.04,3888.41,3889.44,3875.17,0.0,0
2025-10-04 02:00:00,3888.4,3885.88,3889.99,3881.07,0.0,0
2025-10-04 03:00:00,3885.88,3884.21,3889.63,3880.03,0.0,0
2025-10-04 04:00:00,3884.22,3885.15,3889.02,3883.09,0.0,0
2025-10-04 05:00:00,3885.14,3883.68,3887.01,3883.67,0.0,0
2025-10-04 06:00:00,3883.68,3885.26,3885.42,3881.18,0.0,0
2025-10-04 07:00:00,3885.25,3882.43,3885.25,3881.87,0.0,0
2025-10-04 08:00:00,3882.43,3879.83,3885.66,3879.83,0.0,0
2025-10-04 09:00:00,3879.84,3883.56,3886.56,3842.52,0.0,0
2025-10-04 10:00:00,3883.57,3889.42,3899.0,3883.21,0.0,0
2025-10-04 11:00:00,3889.42,3885.01,3895.28,3884.52,0.0,0
2025-10-04 12:00:00,3885.01,3891.67,3892.2,3885.0,0.0,0
2025-10-04 13:00:00,3891.68,3890.49,3892.03,3886.76,0.0,0
2025-10-04 14:00:00,3890.48,3886.02,3891.6,3885.48,0.0,0
2025-10-04 15:00:00,3886.01,3889.65,3890.15,3885.0,0.0,0
2025-10-04 16:00:00,3889.65,3889.41,3892.92,3887.11,0.0,0
2025-10-04 17:00:00,3889.6,3886.01,3889.86,3885.08,0.0,0
2025-10-04 18:00:00,3886.01,3888.88,3889.5,3886.01,0.0,0
2025-10-04 19:00:00,3888.89,3889.84,3890.19,3886.55,0.0,0
2025-10-04 20:00:00,3889.84,3889.32,3891.46,3888.34,0.0,0
2025-10-04 21:00:00,3889.31,3890.18,3890.27,3888.27,0.0,0
2025-10-04 22:00:00,3890.18,3895.0,3900.72,3888.83,0.0,0
2025-10-04 23:00:00,3895.01,3893.47,3896.09,3890.58,0.0,0
2025-10-06 08:00:00,3891.88,3894.2,3894.2,3891.88,0.0,0
2025-10-06 09:00:00,3894.2,3904.6,3904.6,3890.53,0.0,0
2025-10-06 10:00:00,3904.79,3914.2,3922.65,3902.78,0.0,0
2025-10-06 11:00:00,3914.21,3908.66,3914.21,3906.36,0.0,0
2025-10-06 12:00:00,3908.66,3923.18,3923.18,3908.51,0.0,0
2025-10-06 13:00:00,3923.19,3926.28,3930.79,3923.19,0.0,0
2025-10-06 14:00:00,3926.27,3939.32,3940.0,3926.27,0.0,0
2025-10-06 15:00:00,3939.31,3945.88,3947.08,3935.0,0.0,0
2025-10-06 16:00:00,3945.88,3939.83,3953.09,3934.39,0.0,0
2025-10-06 17:00:00,3939.82,3940.05,3940.07,3931.0,0.0,0
2025-10-06 18:00:00,3939.83,3947.55,3950.0,3937.15,0.0,0
2025-10-06 19:00:00,3947.54,3952.17,3956.36,3946.0,0.0,0
2025-10-06 20:00:00,3952.13,3950.99,3954.18,3947.15,0.0,0
2025-10-06 21:00:00,3950.99,3951.44,3955.52,3943.43,0.0,0
