timestamps,open,close,high,low,volume,amount
2025-09-06 02:00:00,0.86835998,0.86783999,0.86843997,0.86764002,0.0,0
2025-09-06 03:00:00,0.86783999,0.86773002,0.86804998,0.86746001,0.0,0
2025-09-06 04:00:00,0.86773002,0.86755002,0.86782998,0.86733001,0.0,0
2025-09-06 05:00:00,0.86756003,0.86783999,0.86786002,0.86737001,0.0,0
2025-09-06 06:00:00,0.86782998,0.86726999,0.86786002,0.86690003,0.0,0
2025-09-06 07:00:00,0.86726999,0.86726999,0.86726999,0.86726999,0.0,0
2025-09-08 09:00:00,0.86790001,0.86802,0.86817998,0.86778003,0.0,0
2025-09-08 10:00:00,0.86802,0.86783999,0.86817002,0.86768001,0.0,0
2025-09-08 11:00:00,0.86785001,0.86747998,0.86808002,0.86737001,0.0,0
2025-09-08 12:00:00,0.86747003,0.86747003,0.86782998,0.86732,0.0,0
2025-09-08 13:00:00,0.86747003,0.86760002,0.86769003,0.86738002,0.0,0
2025-09-08 14:00:00,0.86760998,0.86782998,0.86799997,0.86759001,0.0,0
2025-09-08 15:00:00,0.86782998,0.86795998,0.86813003,0.86776,0.0,0
2025-09-08 16:00:00,0.86791003,0.86745,0.86804003,0.86723,0.0,0
2025-09-08 17:00:00,0.86745,0.86804003,0.86817998,0.86734003,0.0,0
2025-09-08 18:00:00,0.86804003,0.86816001,0.86842,0.86786997,0.0,0
2025-09-08 19:00:00,0.86816001,0.86781001,0.86827999,0.86759001,0.0,0
2025-09-08 20:00:00,0.8678,0.86660999,0.86816001,0.86653,0.0,0
2025-09-08 21:00:00,0.86660999,0.86688,0.86725003,0.86637998,0.0,0
2025-09-08 22:00:00,0.86688,0.86672997,0.86697,0.86622,0.0,0
2025-09-08 23:00:00,0.86663997,0.86750001,0.86770999,0.86660999,0.0,0
2025-09-09 00:00:00,0.86752999,0.86772001,0.86799002,0.86729002,0.0,0
2025-09-09 01:00:00,0.86772001,0.86738002,0.86787999,0.86725998,0.0,0
2025-09-09 02:00:00,0.86738002,0.86725003,0.86760002,0.86720002,0.0,0
2025-09-09 03:00:00,0.86725003,0.86778998,0.86789,0.86712003,0.0,0
2025-09-09 04:00:00,0.86778003,0.86781001,0.86790001,0.86742002,0.0,0
2025-09-09 05:00:00,0.86774999,0.86796999,0.86824,0.86773002,0.0,0
2025-09-09 06:00:00,0.86799997,0.86799002,0.86846,0.86785001,0.0,0
2025-09-09 07:00:00,0.86830997,0.86804003,0.86831999,0.86747003,0.0,0
2025-09-09 08:00:00,0.86809999,0.86817002,0.86838001,0.86781001,0.0,0
2025-09-09 09:00:00,0.86804003,0.86830997,0.86848003,0.86804003,0.0,0
2025-09-09 10:00:00,0.86830997,0.86817002,0.86847001,0.86798,0.0,0
2025-09-09 11:00:00,0.86817002,0.86790001,0.86842,0.86778998,0.0,0
2025-09-09 12:00:00,0.86796999,0.86764002,0.86796999,0.86752999,0.0,0
2025-09-09 13:00:00,0.86764002,0.86754,0.86777002,0.86748999,0.0,0
2025-09-09 14:00:00,0.86754,0.86728001,0.86769998,0.86728001,0.0,0
2025-09-09 15:00:00,0.86729002,0.86736,0.86756998,0.86716002,0.0,0
2025-09-09 16:00:00,0.86736,0.86724001,0.86748999,0.86685002,0.0,0
2025-09-09 17:00:00,0.86723,0.86635,0.86733001,0.86614001,0.0,0
2025-09-09 18:00:00,0.86633998,0.86635,0.86677003,0.86602002,0.0,0
2025-09-09 19:00:00,0.86635,0.86606002,0.86655998,0.86602002,0.0,0
2025-09-09 20:00:00,0.86603999,0.86572999,0.86628997,0.86562997,0.0,0
2025-09-09 21:00:00,0.86567003,0.86606997,0.86614001,0.86556,0.0,0
2025-09-09 22:00:00,0.866,0.86592001,0.86641002,0.86554003,0.0,0
2025-09-09 23:00:00,0.86589003,0.86633998,0.86638999,0.86559999,0.0,0
2025-09-10 00:00:00,0.86636001,0.86641997,0.86684,0.86606997,0.0,0
2025-09-10 01:00:00,0.86637998,0.86624998,0.86663997,0.86607999,0.0,0
2025-09-10 02:00:00,0.86624998,0.86581999,0.86655998,0.86559999,0.0,0
2025-09-10 03:00:00,0.86580998,0.86565,0.86602998,0.86557001,0.0,0
2025-09-10 04:00:00,0.86565,0.86567003,0.86603999,0.86546999,0.0,0
2025-09-10 05:00:00,0.86567003,0.86587,0.86593997,0.86559999,0.0,0
2025-09-10 06:00:00,0.86587,0.86504,0.86598998,0.86504,0.0,0
2025-09-10 07:00:00,0.86543,0.86559999,0.86589998,0.86506999,0.0,0
2025-09-10 08:00:00,0.86552,0.86558998,0.86589998,0.86533999,0.0,0
2025-09-10 09:00:00,0.86557001,0.86548001,0.86561,0.86518002,0.0,0
2025-09-10 10:00:00,0.86548001,0.86500001,0.86554003,0.86497998,0.0,0
2025-09-10 11:00:00,0.86500001,0.86515999,0.86519998,0.86484998,0.0,0
2025-09-10 12:00:00,0.86515999,0.86513001,0.86540002,0.86505002,0.0,0
2025-09-10 13:00:00,0.86513001,0.86510998,0.86524999,0.86495,0.0,0
2025-09-10 14:00:00,0.86510998,0.86502999,0.86532003,0.86497998,0.0,0
2025-09-10 15:00:00,0.86504,0.86501002,0.86532003,0.86488003,0.0,0
2025-09-10 16:00:00,0.86501002,0.86475003,0.86558002,0.86466002,0.0,0
2025-09-10 17:00:00,0.86479998,0.86470002,0.86500001,0.8642,0.0,0
2025-09-10 18:00:00,0.86470002,0.86487001,0.86505002,0.86452001,0.0,0
2025-09-10 19:00:00,0.86486,0.86488003,0.86510003,0.86442,0.0,0
2025-09-10 20:00:00,0.86488003,0.86418003,0.86500001,0.86400002,0.0,0
2025-09-10 21:00:00,0.86418003,0.86479002,0.86495,0.86404997,0.0,0
