timestamps,open,close,high,low,volume,amount
2025-09-02 23:00:00,0.80636001,0.80741,0.80791998,0.80607998,0.0,0
2025-09-03 00:00:00,0.80742002,0.80923003,0.80949998,0.80719,0.0,0
2025-09-03 01:00:00,0.80922002,0.80798,0.80940002,0.80769998,0.0,0
2025-09-03 02:00:00,0.80796999,0.80773002,0.80843002,0.80768001,0.0,0
2025-09-03 03:00:00,0.80773997,0.8075,0.80825001,0.80748999,0.0,0
2025-09-03 04:00:00,0.80755001,0.80754,0.80791003,0.80724001,0.0,0
2025-09-03 05:00:00,0.80757999,0.80831999,0.80831999,0.80719,0.0,0
2025-09-03 06:00:00,0.80827999,0.80807,0.80844998,0.80776,0.0,0
2025-09-03 07:00:00,0.80804998,0.80790001,0.80804998,0.80642003,0.0,0
2025-09-03 08:00:00,0.80757999,0.80800003,0.80844998,0.80713999,0.0,0
2025-09-03 09:00:00,0.80798,0.80785,0.80831999,0.80767,0.0,0
2025-09-03 10:00:00,0.80782002,0.80760002,0.80800003,0.80716002,0.0,0
2025-09-03 11:00:00,0.80757999,0.80760002,0.80802,0.80712003,0.0,0
2025-09-03 12:00:00,0.80761999,0.80756003,0.80813003,0.80721998,0.0,0
2025-09-03 13:00:00,0.80760998,0.80811,0.80826998,0.80754,0.0,0
2025-09-03 14:00:00,0.80804998,0.80826998,0.80849999,0.80787998,0.0,0
2025-09-03 15:00:00,0.80830997,0.80742002,0.80836999,0.80708998,0.0,0
2025-09-03 16:00:00,0.80743998,0.80743998,0.80791003,0.80728,0.0,0
2025-09-03 17:00:00,0.80737001,0.80812001,0.80839002,0.80618,0.0,0
2025-09-03 18:00:00,0.80803001,0.80887997,0.80917001,0.80795997,0.0,0
2025-09-03 19:00:00,0.80899,0.80897999,0.80919999,0.80829,0.0,0
2025-09-03 20:00:00,0.80899,0.80864,0.80923998,0.80817002,0.0,0
2025-09-03 21:00:00,0.80852997,0.80921,0.80937999,0.80843002,0.0,0
2025-09-03 22:00:00,0.80912,0.80958003,0.80980998,0.80866998,0.0,0
