Time,Open,High,Low,Close,Volume
2024.07.30 06:00,100.841,100.975,100.824,100.971,3624
2024.07.30 07:00,100.973,101.243,100.956,101.239,3918
2024.07.30 08:00,101.239,101.444,101.238,101.39,4637
2024.07.30 09:00,101.388,101.757,101.318,101.688,5330
2024.07.30 10:00,101.679,101.773,101.443,101.468,5689
2024.07.30 11:00,101.472,101.55,101.238,101.303,4788
2024.07.30 12:00,101.302,101.441,101.28,101.336,4014
2024.07.30 13:00,101.337,101.379,101.2,101.213,3361
2024.07.30 14:00,101.212,101.282,101.18,101.243,3033
2024.07.30 15:00,101.243,101.336,101.183,101.244,4692
2024.07.30 16:00,101.242,101.249,100.812,100.859,6604
2024.07.30 17:00,100.855,101.152,100.853,101.101,7190
2024.07.30 18:00,101.101,101.103,100.408,100.453,7495
2024.07.30 19:00,100.453,100.555,100.143,100.16,6575
2024.07.30 20:00,100.16,100.243,100.046,100.178,6292
2024.07.30 21:00,100.176,100.339,100.122,100.22,4399
2024.07.30 22:00,100.223,100.278,100.174,100.23,3687
2024.07.30 23:00,100.232,100.236,99.76,99.826,3042
2024.07.31 00:00,99.776,99.864,99.713,99.774,668
2024.07.31 01:00,99.771,100.147,99.639,99.979,3753
2024.07.31 02:00,99.98,100.031,99.724,99.838,4453
2024.07.31 03:00,99.84,99.881,99.465,99.582,6212
2024.07.31 04:00,99.586,99.604,98.662,99.029,6426
2024.07.31 05:00,99.029,99.525,98.974,99.348,5212
2024.07.31 06:00,99.346,99.952,98.557,99.834,4629
2024.07.31 07:00,99.787,100.006,98.959,99.063,5759
2024.07.31 08:00,99.058,99.349,98.963,99.222,5595
2024.07.31 09:00,99.206,99.359,99.049,99.062,6388
2024.07.31 10:00,99.056,99.086,97.981,98.162,7490
2024.07.31 11:00,98.163,98.2,97.391,97.98,7644
2024.07.31 12:00,97.987,98,97.685,97.724,5842
2024.07.31 13:00,97.722,97.857,97.55,97.832,5561
2024.07.31 14:00,97.832,97.92,97.625,97.715,5898
2024.07.31 15:00,97.716,98.167,97.658,98.095,7213
2024.07.31 16:00,98.094,98.143,97.809,97.853,7168
2024.07.31 17:00,97.849,98.362,97.739,98.243,7695
2024.07.31 18:00,98.243,98.301,98.066,98.249,6557
2024.07.31 19:00,98.247,98.452,98.228,98.335,5712
2024.07.31 20:00,98.335,98.569,98.313,98.466,5130
2024.07.31 21:00,98.452,98.637,98.373,98.463,8193
2024.07.31 22:00,98.461,98.562,97.85,97.943,8116
2024.07.31 23:00,97.944,98.314,97.919,98.115,3469
2024.08.01 00:00,98.081,98.081,97.952,98.025,628
2024.08.01 01:00,98.029,98.283,97.984,98.281,1637
2024.08.01 02:00,98.28,98.386,97.953,98.067,3898
2024.08.01 03:00,98.077,98.09,97.638,97.689,7056
2024.08.01 04:00,97.683,97.71,97.19,97.431,7444
2024.08.01 05:00,97.449,97.89,97.302,97.868,6548
2024.08.01 06:00,97.871,97.881,97.488,97.607,5310
2024.08.01 07:00,97.603,97.727,97.496,97.707,5150
2024.08.01 08:00,97.707,97.941,97.688,97.83,5724
2024.08.01 09:00,97.83,98.093,97.682,97.938,7128
2024.08.01 10:00,97.939,98.013,97.732,97.75,6856
2024.08.01 11:00,97.747,97.765,97.379,97.555,6788
2024.08.01 12:00,97.562,97.84,97.457,97.82,5556
2024.08.01 13:00,97.82,98.052,97.816,97.934,4817
2024.08.01 14:00,97.931,98.436,97.902,98.346,5652
2024.08.01 15:00,98.344,98.742,98.342,98.733,7055
2024.08.01 16:00,98.733,98.734,98.411,98.567,7223
2024.08.01 17:00,98.501,98.571,97.845,97.932,8385
2024.08.01 18:00,97.929,97.949,97.727,97.812,7162
2024.08.01 19:00,97.814,97.919,97.516,97.59,6405
2024.08.01 20:00,97.592,97.615,97.269,97.395,6030
2024.08.01 21:00,97.396,97.422,97.042,97.068,6000
2024.08.01 22:00,97.071,97.458,97.008,97.41,5765
2024.08.01 23:00,97.413,97.415,97.012,97.032,3407
2024.08.02 00:00,97.007,97.007,96.842,96.997,527
2024.08.02 01:00,96.993,97.046,96.738,96.937,3060
2024.08.02 02:00,96.938,96.957,96.747,96.871,4956
2024.08.02 03:00,96.871,96.945,96.606,96.916,7014
2024.08.02 04:00,96.92,97.456,96.91,97.23,6485
2024.08.02 05:00,97.23,97.381,96.908,97.305,5596
2024.08.02 06:00,97.308,97.385,97.185,97.26,4398
2024.08.02 07:00,97.26,97.398,97.193,97.2,4571
2024.08.02 08:00,97.201,97.278,96.971,97.025,5154
2024.08.02 09:00,97.015,97.32,96.925,97.066,6642
2024.08.02 10:00,97.061,97.198,96.747,97.144,7234
2024.08.02 11:00,97.146,97.229,96.868,97.078,6136
