Time,Open,High,Low,Close,Volume
2024.07.30 06:00,1.78033,1.78048,1.77988,1.77998,1697
2024.07.30 07:00,1.77997,1.78009,1.77962,1.77994,1738
2024.07.30 08:00,1.77993,1.77993,1.77857,1.77869,2505
2024.07.30 09:00,1.77867,1.77988,1.7781,1.77963,3273
2024.07.30 10:00,1.77961,1.78039,1.77904,1.7795,3922
2024.07.30 11:00,1.7796,1.78041,1.77933,1.78,4216
2024.07.30 12:00,1.78,1.78052,1.77962,1.78039,3095
2024.07.30 13:00,1.7804,1.78071,1.77995,1.78,2471
2024.07.30 14:00,1.77997,1.78016,1.77912,1.77947,2724
2024.07.30 15:00,1.77942,1.77984,1.778,1.77838,3848
2024.07.30 16:00,1.77837,1.77939,1.77735,1.77856,5498
2024.07.30 17:00,1.77838,1.77871,1.77533,1.77606,6541
2024.07.30 18:00,1.77607,1.77748,1.77604,1.77641,5484
2024.07.30 19:00,1.77644,1.77718,1.77618,1.77675,4736
2024.07.30 20:00,1.77673,1.77767,1.77629,1.77677,5027
2024.07.30 21:00,1.77675,1.77748,1.7766,1.77739,3663
2024.07.30 22:00,1.7774,1.77787,1.77689,1.77769,2837
2024.07.30 23:00,1.77772,1.77804,1.77728,1.77767,1953
2024.07.31 00:00,1.77735,1.77745,1.7762,1.77683,1069
2024.07.31 01:00,1.77681,1.77765,1.77674,1.77754,1235
2024.07.31 02:00,1.77758,1.77806,1.77745,1.7777,1619
2024.07.31 03:00,1.77767,1.7788,1.77745,1.77856,2895
2024.07.31 04:00,1.77856,1.77906,1.77787,1.77813,4276
2024.07.31 05:00,1.77812,1.77888,1.77766,1.77875,2849
2024.07.31 06:00,1.77875,1.77886,1.77772,1.77775,2564
2024.07.31 07:00,1.77777,1.77836,1.77759,1.77831,3278
2024.07.31 08:00,1.7783,1.77836,1.77743,1.77794,2922
2024.07.31 09:00,1.77792,1.77793,1.77588,1.77644,4386
2024.07.31 10:00,1.77643,1.77729,1.77523,1.77677,5315
2024.07.31 11:00,1.77675,1.77738,1.77544,1.7761,5491
2024.07.31 12:00,1.7761,1.77725,1.77491,1.77632,4284
2024.07.31 13:00,1.77633,1.77722,1.77616,1.77678,3544
2024.07.31 14:00,1.77677,1.77722,1.7749,1.77512,4186
2024.07.31 15:00,1.77511,1.77606,1.77397,1.77428,5442
2024.07.31 16:00,1.77429,1.7752,1.7734,1.77343,5779
2024.07.31 17:00,1.77341,1.77415,1.77091,1.77413,6703
2024.07.31 18:00,1.77411,1.77483,1.77244,1.77255,5600
2024.07.31 19:00,1.77254,1.77256,1.77045,1.77239,4502
2024.07.31 20:00,1.77238,1.77393,1.77204,1.77211,4376
2024.07.31 21:00,1.77162,1.77397,1.77155,1.77329,6834
2024.07.31 22:00,1.77336,1.77491,1.77324,1.77475,6717
2024.07.31 23:00,1.77477,1.77561,1.77408,1.77476,2423
