Time,Open,High,Low,Close,Volume
2024.07.30 06:00,1.11336,1.1134,1.11294,1.11318,2016
2024.07.30 07:00,1.11322,1.11325,1.11201,1.11271,1889
2024.07.30 08:00,1.11272,1.11302,1.1124,1.11287,2307
2024.07.30 09:00,1.11289,1.11294,1.11146,1.11176,2792
2024.07.30 10:00,1.11177,1.11231,1.11164,1.11176,3008
2024.07.30 11:00,1.11172,1.11196,1.11057,1.11099,2646
2024.07.30 12:00,1.11098,1.11106,1.11032,1.11033,2310
2024.07.30 13:00,1.11033,1.11049,1.11008,1.11012,1840
2024.07.30 14:00,1.11012,1.11043,1.10992,1.11018,1679
2024.07.30 15:00,1.11017,1.11077,1.10996,1.10996,2519
2024.07.30 16:00,1.10996,1.11001,1.10857,1.10859,3722
2024.07.30 17:00,1.10864,1.10935,1.10758,1.10883,4797
2024.07.30 18:00,1.10884,1.10894,1.10808,1.10817,4409
2024.07.30 19:00,1.10818,1.10841,1.1076,1.10779,3282
2024.07.30 20:00,1.1078,1.1082,1.10747,1.10815,4052
2024.07.30 21:00,1.10818,1.1084,1.10794,1.10815,2246
2024.07.30 22:00,1.1082,1.10862,1.10799,1.10803,2303
2024.07.30 23:00,1.108,1.10819,1.10712,1.10718,1487
2024.07.31 00:00,1.10709,1.10791,1.10629,1.10709,1385
2024.07.31 01:00,1.10707,1.10767,1.10686,1.10751,1007
2024.07.31 02:00,1.1075,1.10839,1.10736,1.10791,1406
2024.07.31 03:00,1.1079,1.10809,1.10674,1.10689,2844
2024.07.31 04:00,1.1069,1.10698,1.09671,1.09965,5248
2024.07.31 05:00,1.09968,1.10014,1.09731,1.10014,3717
2024.07.31 06:00,1.10013,1.10065,1.09974,1.10058,2736
2024.07.31 07:00,1.10062,1.10082,1.09888,1.0993,3270
2024.07.31 08:00,1.0993,1.09992,1.09855,1.09893,2952
2024.07.31 09:00,1.09892,1.09899,1.09776,1.09797,3705
2024.07.31 10:00,1.098,1.09898,1.09736,1.09792,4275
2024.07.31 11:00,1.09789,1.09881,1.09725,1.09751,4124
2024.07.31 12:00,1.0975,1.09846,1.09736,1.09799,2697
2024.07.31 13:00,1.09799,1.09878,1.09798,1.0982,2549
2024.07.31 14:00,1.09822,1.09917,1.09822,1.09901,2581
2024.07.31 15:00,1.09901,1.10039,1.09843,1.09974,3985
2024.07.31 16:00,1.0998,1.10006,1.09791,1.09811,3911
2024.07.31 17:00,1.09816,1.10002,1.09816,1.0995,5190
2024.07.31 18:00,1.09946,1.09981,1.09831,1.09861,3854
2024.07.31 19:00,1.0986,1.09934,1.09855,1.09879,3353
2024.07.31 20:00,1.0988,1.09892,1.09733,1.09759,3100
2024.07.31 21:00,1.09717,1.09961,1.09717,1.09932,6438
2024.07.31 22:00,1.09928,1.09972,1.0982,1.09866,5501
2024.07.31 23:00,1.09864,1.09923,1.09861,1.09907,1971
2024.08.01 00:00,1.09867,1.09968,1.09759,1.09918,865
2024.08.01 01:00,1.09919,1.09958,1.09889,1.09942,592
2024.08.01 02:00,1.09944,1.10028,1.09924,1.10024,1024
2024.08.01 03:00,1.10024,1.1004,1.09723,1.09727,3104
2024.08.01 04:00,1.09725,1.09811,1.0968,1.09739,4124
2024.08.01 05:00,1.09738,1.09814,1.09633,1.09734,3578
2024.08.01 06:00,1.09735,1.09737,1.09632,1.09676,2572
2024.08.01 07:00,1.09677,1.09738,1.09634,1.09658,2219
2024.08.01 08:00,1.09658,1.0976,1.09653,1.09721,2740
2024.08.01 09:00,1.09721,1.0978,1.09709,1.09752,3505
2024.08.01 10:00,1.09751,1.09752,1.09641,1.09671,3046
2024.08.01 11:00,1.0967,1.09744,1.09633,1.09743,3424
2024.08.01 12:00,1.09742,1.09817,1.09689,1.09802,2645
2024.08.01 13:00,1.09803,1.09878,1.09766,1.0987,2171
2024.08.01 14:00,1.0987,1.09935,1.09842,1.09917,2824
2024.08.01 15:00,1.09918,1.10004,1.09864,1.09876,4015
2024.08.01 16:00,1.09875,1.09888,1.09621,1.09621,4053
2024.08.01 17:00,1.09623,1.09721,1.09426,1.09491,6260
2024.08.01 18:00,1.09493,1.09517,1.09372,1.09379,4750
2024.08.01 19:00,1.09378,1.09413,1.09284,1.09322,4275
2024.08.01 20:00,1.09322,1.09332,1.09236,1.09263,3777
2024.08.01 21:00,1.09263,1.09272,1.09142,1.09157,3685
2024.08.01 22:00,1.09158,1.09358,1.09158,1.09337,3741
2024.08.01 23:00,1.09338,1.09356,1.09255,1.09258,2011
2024.08.02 00:00,1.09222,1.09279,1.0905,1.09248,694
2024.08.02 01:00,1.09245,1.09301,1.09203,1.0929,1163
2024.08.02 02:00,1.09289,1.09432,1.09275,1.09394,1882
2024.08.02 03:00,1.09389,1.09445,1.09277,1.09287,3591
2024.08.02 04:00,1.09288,1.09443,1.09262,1.09425,2944
2024.08.02 05:00,1.09425,1.09443,1.0933,1.09366,3186
2024.08.02 06:00,1.09366,1.09441,1.09365,1.0943,2166
2024.08.02 07:00,1.0943,1.09453,1.09389,1.09426,2124
2024.08.02 08:00,1.09425,1.09465,1.09378,1.094,2603
2024.08.02 09:00,1.09399,1.09524,1.09379,1.09481,3636
2024.08.02 10:00,1.0948,1.09482,1.09376,1.09457,4502
2024.08.02 11:00,1.09457,1.09565,1.09455,1.09546,3687
2024.08.02 12:00,1.09547,1.0956,1.0939,1.09395,3189
2024.08.02 13:00,1.09394,1.09446,1.09344,1.09427,3186
2024.08.02 14:00,1.09428,1.09479,1.09382,1.09438,3273
2024.08.02 15:00,1.09438,1.0946,1.09177,1.09396,5842
2024.08.02 16:00,1.09394,1.09426,1.09259,1.09272,6059
2024.08.02 17:00,1.09275,1.09296,1.09149,1.09176,5521
2024.08.02 18:00,1.09174,1.0929,1.09134,1.09272,5223
2024.08.02 19:00,1.09271,1.09307,1.09206,1.09255,5034
2024.08.02 20:00,1.09257,1.0935,1.09256,1.0927,4028
2024.08.02 21:00,1.0927,1.0934,1.0926,1.09306,3232
2024.08.02 22:00,1.09304,1.09331,1.09252,1.09299,3374
2024.08.02 23:00,1.09298,1.09328,1.09207,1.09258,1611
2024.08.05 00:00,1.09108,1.09368,1.09073,1.09325,1085
2024.08.05 01:00,1.09324,1.09492,1.09247,1.09385,2030
2024.08.05 02:00,1.09386,1.09508,1.09246,1.09263,3385
2024.08.05 03:00,1.09263,1.09292,1.09015,1.09052,5338
2024.08.05 04:00,1.09053,1.09271,1.0903,1.09246,5370
2024.08.05 05:00,1.09247,1.09321,1.09186,1.09189,3957
2024.08.05 06:00,1.09192,1.09246,1.09111,1.09225,3550
2024.08.05 07:00,1.09226,1.09289,1.09136,1.09205,4349
2024.08.05 08:00,1.09207,1.09361,1.08685,1.08712,5839
2024.08.05 09:00,1.08711,1.09054,1.08495,1.08547,7918
2024.08.05 10:00,1.08545,1.08939,1.08535,1.08815,7114
2024.08.05 11:00,1.08814,1.08967,1.08629,1.08844,5452
2024.08.05 12:00,1.08845,1.08876,1.08624,1.08712,4852
2024.08.05 13:00,1.08714,1.08807,1.08633,1.08688,4439
2024.08.05 14:00,1.08687,1.08742,1.08508,1.08508,4399
2024.08.05 15:00,1.08505,1.08582,1.08432,1.08519,6583
2024.08.05 16:00,1.0852,1.09087,1.08514,1.09068,7418
2024.08.05 17:00,1.08905,1.09369,1.08905,1.09159,7656
2024.08.05 18:00,1.09158,1.0943,1.09148,1.09415,6148
2024.08.05 19:00,1.09413,1.09537,1.0933,1.09356,6229
2024.08.05 20:00,1.09356,1.09559,1.09326,1.09486,5928
2024.08.05 21:00,1.09487,1.0952,1.09409,1.09431,4988
2024.08.05 22:00,1.09431,1.09445,1.09383,1.09437,4438
2024.08.05 23:00,1.09431,1.09502,1.09345,1.09345,2146
2024.08.06 00:00,1.09326,1.09409,1.09305,1.09334,773
2024.08.06 01:00,1.09335,1.0951,1.09333,1.09451,1953
2024.08.06 02:00,1.09461,1.0958,1.09307,1.09505,3801
2024.08.06 03:00,1.09495,1.09563,1.09249,1.0941,5403
2024.08.06 04:00,1.09412,1.0953,1.09311,1.0948,4692
2024.08.06 05:00,1.0948,1.09546,1.09356,1.09477,4028
2024.08.06 06:00,1.09482,1.09502,1.09356,1.09475,3747
2024.08.06 07:00,1.09476,1.09833,1.0928,1.09707,4662
2024.08.06 08:00,1.09708,1.10014,1.09599,1.09833,5431
2024.08.06 09:00,1.09828,1.10075,1.09781,1.09823,5659
2024.08.06 10:00,1.09823,1.09832,1.09682,1.0981,5798
2024.08.06 11:00,1.09809,1.09869,1.09606,1.09613,4550
2024.08.06 12:00,1.09612,1.09633,1.09426,1.09459,4643
2024.08.06 13:00,1.09457,1.09524,1.09404,1.09482,4151
2024.08.06 14:00,1.09489,1.09513,1.0941,1.09453,4036
2024.08.06 15:00,1.09448,1.09537,1.09397,1.09517,5012
2024.08.06 16:00,1.09517,1.09552,1.09422,1.09512,5729
2024.08.06 17:00,1.09513,1.09565,1.09434,1.09507,6301
2024.08.06 18:00,1.09507,1.09573,1.09407,1.0955,5091
2024.08.06 19:00,1.09556,1.09687,1.09521,1.09679,4178
2024.08.06 20:00,1.09678,1.09723,1.09633,1.09698,4259
2024.08.06 21:00,1.09697,1.09707,1.09622,1.09622,3695
2024.08.06 22:00,1.0962,1.09626,1.09542,1.09568,5005
2024.08.06 23:00,1.09562,1.0958,1.09435,1.09478,2166
2024.08.07 00:00,1.09455,1.09535,1.09363,1.09484,1096
2024.08.07 01:00,1.09499,1.09522,1.08811,1.08952,2326
2024.08.07 02:00,1.08947,1.0921,1.08934,1.09051,2976
2024.08.07 03:00,1.09047,1.09077,1.08927,1.09033,4779
2024.08.07 04:00,1.09034,1.09144,1.08892,1.0908,5716
2024.08.07 05:00,1.09083,1.09104,1.08904,1.09045,5132
2024.08.07 06:00,1.09044,1.09214,1.09041,1.09141,3533
2024.08.07 07:00,1.09139,1.09146,1.09038,1.09132,3417
2024.08.07 08:00,1.09132,1.09135,1.08884,1.08932,4074
2024.08.07 09:00,1.08934,1.08989,1.08845,1.08979,4771
2024.08.07 10:00,1.08978,1.09047,1.08755,1.08952,5582
2024.08.07 11:00,1.08954,1.09043,1.08903,1.09034,4533
2024.08.07 12:00,1.09034,1.09154,1.08995,1.09138,3839
2024.08.07 13:00,1.09136,1.09189,1.0901,1.09082,3386
2024.08.07 14:00,1.09082,1.09206,1.09064,1.0909,3001
