Time,Open,High,Low,Close,Volume
2024.07.30 06:00,0.58038,0.58087,0.58029,0.58083,2047
2024.07.30 07:00,0.58084,0.58129,0.58076,0.58127,1963
2024.07.30 08:00,0.58126,0.5818,0.58125,0.58161,2166
2024.07.30 09:00,0.58163,0.58204,0.58118,0.58198,2794
2024.07.30 10:00,0.58198,0.58228,0.58053,0.58067,3581
2024.07.30 11:00,0.58069,0.5811,0.57982,0.58039,3329
2024.07.30 12:00,0.58039,0.58049,0.57982,0.57985,2577
2024.07.30 13:00,0.57984,0.57984,0.57923,0.57938,1993
2024.07.30 14:00,0.57938,0.57939,0.57907,0.57928,2050
2024.07.30 15:00,0.57926,0.57961,0.579,0.5791,2951
2024.07.30 16:00,0.5791,0.57918,0.57809,0.57842,4386
2024.07.30 17:00,0.57822,0.57955,0.57818,0.57943,5197
2024.07.30 18:00,0.57942,0.57943,0.57843,0.57849,4491
2024.07.30 19:00,0.57848,0.57877,0.57723,0.57726,3647
2024.07.30 20:00,0.57727,0.57823,0.57685,0.57804,3977
2024.07.30 21:00,0.57806,0.57841,0.57779,0.57792,2415
2024.07.30 22:00,0.57794,0.57833,0.57782,0.57803,1987
2024.07.30 23:00,0.57803,0.57806,0.57676,0.57684,1182
2024.07.31 00:00,0.57666,0.5769,0.57603,0.57667,1111
2024.07.31 01:00,0.57669,0.57747,0.57668,0.57726,934
2024.07.31 02:00,0.57724,0.57734,0.57673,0.57673,1710
2024.07.31 03:00,0.57676,0.57707,0.57606,0.57627,3078
2024.07.31 04:00,0.57627,0.57642,0.57131,0.57286,4293
2024.07.31 05:00,0.57285,0.57357,0.57219,0.57345,3460
2024.07.31 06:00,0.57344,0.5739,0.57246,0.57328,2840
2024.07.31 07:00,0.57328,0.5738,0.57198,0.57209,3613
2024.07.31 08:00,0.5721,0.57284,0.57146,0.57237,3044
2024.07.31 09:00,0.57237,0.57361,0.57222,0.5736,3964
2024.07.31 10:00,0.57358,0.57408,0.57262,0.57308,4651
2024.07.31 11:00,0.57308,0.57322,0.57119,0.5721,5107
2024.07.31 12:00,0.5721,0.57286,0.57157,0.57254,3503
2024.07.31 13:00,0.57252,0.57256,0.57185,0.57246,2656
2024.07.31 14:00,0.57245,0.57297,0.57234,0.57271,3068
