Time,Open,High,Low,Close,Volume
2024.07.30 06:00,166.616,166.79,166.592,166.737,4037
2024.07.30 07:00,166.738,167.17,166.733,167.16,4485
2024.07.30 08:00,167.172,167.452,167.144,167.36,5237
2024.07.30 09:00,167.341,167.953,167.242,167.8,6403
2024.07.30 10:00,167.789,167.898,167.475,167.542,6584
2024.07.30 11:00,167.549,167.815,167.39,167.46,6291
2024.07.30 12:00,167.486,167.87,167.473,167.682,5342
2024.07.30 13:00,167.681,167.817,167.597,167.626,4672
2024.07.30 14:00,167.626,167.75,167.552,167.647,4290
2024.07.30 15:00,167.646,167.725,167.347,167.367,6175
2024.07.30 16:00,167.363,167.381,166.787,166.831,7638
2024.07.30 17:00,166.829,167.091,166.806,167.047,7729
2024.07.30 18:00,167.045,167.048,166.071,166.156,7563
2024.07.30 19:00,166.157,166.299,165.627,165.703,7149
2024.07.30 20:00,165.704,165.824,165.445,165.678,6886
2024.07.30 21:00,165.676,165.903,165.582,165.684,5391
2024.07.30 22:00,165.69,165.779,165.64,165.7,5053
2024.07.30 23:00,165.704,165.715,165.077,165.174,3435
2024.07.31 00:00,165.148,165.222,164.989,165.06,854
2024.07.31 01:00,165.062,165.576,164.84,165.334,4379
2024.07.31 02:00,165.325,165.427,164.867,165.108,5377
2024.07.31 03:00,165.109,165.168,164.572,164.857,6438
2024.07.31 04:00,164.864,165.071,164.647,164.954,5565
2024.07.31 05:00,164.953,165.956,164.877,165.518,5285
2024.07.31 06:00,165.516,166.464,164.115,166.233,5225
2024.07.31 07:00,166.2,166.544,165.005,165.143,6184
2024.07.31 08:00,165.134,165.773,165.07,165.479,5715
2024.07.31 09:00,165.453,165.607,164.766,164.803,7219
2024.07.31 10:00,164.782,164.861,163.001,163.263,8650
2024.07.31 11:00,163.262,163.357,162.197,163.312,8334
2024.07.31 12:00,163.328,163.364,162.775,162.824,6565
2024.07.31 13:00,162.823,163.102,162.595,163.048,6284
2024.07.31 14:00,163.049,163.137,162.548,162.622,6176
2024.07.31 15:00,162.624,163.106,162.442,162.97,7763
2024.07.31 16:00,162.969,163.014,162.452,162.452,7720
2024.07.31 17:00,162.455,163.063,162.281,162.793,8281
2024.07.31 18:00,162.794,162.964,162.606,162.755,7367
2024.07.31 19:00,162.755,162.858,162.667,162.745,6489
2024.07.31 20:00,162.745,163.253,162.721,163.073,5800
2024.07.31 21:00,163.012,163.426,162.735,162.875,8521
2024.07.31 22:00,162.887,162.959,162.012,162.118,8588
2024.07.31 23:00,162.118,162.662,162.009,162.401,3781
2024.08.01 00:00,162.373,162.373,162.182,162.251,774
2024.08.01 01:00,162.251,162.574,162.175,162.551,2435
2024.08.01 02:00,162.551,162.701,162.012,162.118,4571
2024.08.01 03:00,162.125,162.268,161.723,161.8,7384
2024.08.01 04:00,161.803,161.839,160.88,161.485,7923
2024.08.01 05:00,161.512,162.16,161.356,162.132,7020
2024.08.01 06:00,162.136,162.186,161.831,162.017,6053
2024.08.01 07:00,162.017,162.103,161.8,162.053,5746
2024.08.01 08:00,162.056,162.448,162,162.143,6318
2024.08.01 09:00,162.141,162.539,161.912,162.275,7941
2024.08.01 10:00,162.275,162.31,161.866,161.866,7975
2024.08.01 11:00,161.863,161.901,161.177,161.436,7830
2024.08.01 12:00,161.445,161.647,161.287,161.613,6836
2024.08.01 13:00,161.614,162.034,161.614,161.79,6150
2024.08.01 14:00,161.791,162.544,161.698,162.441,6686
2024.08.01 15:00,162.441,162.888,162.036,162.875,7878
2024.08.01 16:00,162.875,162.887,162.35,162.638,7971
2024.08.01 17:00,162.627,162.627,161.747,161.933,8773
2024.08.01 18:00,161.932,162.042,161.679,161.895,7334
2024.08.01 19:00,161.896,162.03,161.49,161.68,7345
2024.08.01 20:00,161.679,161.719,161.449,161.595,6921
2024.08.01 21:00,161.596,161.621,161.273,161.273,6844
2024.08.01 22:00,161.277,161.703,161.233,161.6,6823
2024.08.01 23:00,161.598,161.601,161.086,161.105,3677
2024.08.02 00:00,161.085,161.143,161.037,161.124,1428
2024.08.02 01:00,161.117,161.231,160.784,161.083,3166
2024.08.02 02:00,161.083,161.085,160.642,160.938,5219
2024.08.02 03:00,160.939,161.228,160.638,161.195,7670
2024.08.02 04:00,161.199,161.599,161.178,161.318,7190
2024.08.02 05:00,161.32,161.519,160.969,161.393,6367
2024.08.02 06:00,161.399,161.489,161.234,161.346,5237
2024.08.02 07:00,161.347,161.478,161.156,161.164,5270
2024.08.02 08:00,161.163,161.276,160.843,160.925,6245
2024.08.02 09:00,160.9,161.278,160.631,160.705,7737
2024.08.02 10:00,160.704,161.214,160.373,161.21,8315
2024.08.02 11:00,161.213,161.356,160.835,161.212,7270
2024.08.02 12:00,161.213,161.294,161.008,161.096,6280
2024.08.02 13:00,161.094,161.21,160.877,161.054,6161
2024.08.02 14:00,161.045,161.509,161.045,161.395,6225
2024.08.02 15:00,161.396,161.559,159.701,160.571,8725
2024.08.02 16:00,160.578,161.422,160.343,160.39,8949
2024.08.02 17:00,160.392,160.706,160.019,160.198,7300
2024.08.02 18:00,160.199,160.543,159.857,160.406,7710
2024.08.02 19:00,160.403,160.807,160.155,160.24,8191
2024.08.02 20:00,160.239,160.333,160.098,160.216,7834
2024.08.02 21:00,160.214,160.296,159.83,159.866,6536
2024.08.02 22:00,159.866,160.047,159.787,159.967,6986
2024.08.02 23:00,159.967,160.011,159.811,159.827,3202
2024.08.05 00:00,159.802,159.96,159.783,159.913,527
2024.08.05 01:00,159.913,159.932,159.282,159.578,4113
2024.08.05 02:00,159.576,159.624,158.45,158.834,6725
2024.08.05 03:00,158.823,159.195,158.48,158.859,8535
2024.08.05 04:00,158.849,158.914,158.039,158.44,8475
2024.08.05 05:00,158.438,158.929,158.331,158.511,7491
2024.08.05 06:00,158.509,158.548,157.531,157.804,7307
2024.08.05 07:00,157.806,157.88,155.278,156.517,7864
2024.08.05 08:00,156.491,156.934,155.456,155.672,8249
2024.08.05 09:00,155.663,156.115,154.388,155.682,9072
2024.08.05 10:00,155.658,157.68,155.639,157.077,8980
2024.08.05 11:00,157.077,157.179,155.66,155.926,8225
2024.08.05 12:00,155.934,156.114,155.221,155.821,8335
2024.08.05 13:00,155.822,155.934,155.17,155.878,7629
2024.08.05 14:00,155.879,156.505,155.879,156.006,7928
2024.08.05 15:00,155.981,156.453,155.701,156.346,8760
2024.08.05 16:00,156.346,157.204,156.272,156.709,8913
2024.08.05 17:00,156.716,157.828,156.501,156.62,9223
