Time,Open,High,Low,Close,Volume
2024.07.30 06:00,1.38538,1.3855,1.38469,1.38471,1137
2024.07.30 07:00,1.38472,1.38472,1.38415,1.38437,936
2024.07.30 08:00,1.38438,1.3846,1.3841,1.38435,1509
2024.07.30 09:00,1.38436,1.38494,1.38433,1.38451,1868
2024.07.30 10:00,1.38451,1.38493,1.38418,1.3848,2414
2024.07.30 11:00,1.38483,1.38487,1.38379,1.38429,2365
2024.07.30 12:00,1.38429,1.38442,1.3841,1.38426,1837
2024.07.30 13:00,1.38429,1.38473,1.38419,1.38468,1463
2024.07.30 14:00,1.38467,1.38551,1.38454,1.38542,1457
2024.07.30 15:00,1.38542,1.38642,1.38535,1.38629,2535
2024.07.30 16:00,1.38629,1.38637,1.38494,1.38507,4051
2024.07.30 17:00,1.38498,1.3862,1.3843,1.38467,5065
2024.07.30 18:00,1.3847,1.38561,1.38461,1.38485,3828
2024.07.30 19:00,1.38485,1.38517,1.38393,1.38449,3058
2024.07.30 20:00,1.38449,1.38508,1.38395,1.38461,3282
2024.07.30 21:00,1.3846,1.38525,1.38443,1.38504,2264
2024.07.30 22:00,1.38505,1.38541,1.38466,1.38536,2072
2024.07.30 23:00,1.38536,1.38567,1.38488,1.38499,1585
2024.07.31 00:00,1.38494,1.38494,1.38443,1.38463,521
2024.07.31 01:00,1.38463,1.38502,1.3845,1.38492,830
2024.07.31 02:00,1.38491,1.38503,1.38455,1.3848,1029
2024.07.31 03:00,1.38479,1.38531,1.38449,1.38514,1671
2024.07.31 04:00,1.38514,1.38584,1.38446,1.38481,3004
2024.07.31 05:00,1.38479,1.38496,1.38418,1.38452,1991
2024.07.31 06:00,1.38452,1.38471,1.38388,1.38451,1674
2024.07.31 07:00,1.38452,1.38472,1.38421,1.38442,1921
2024.07.31 08:00,1.38441,1.38495,1.38403,1.38424,1821
2024.07.31 09:00,1.38424,1.38446,1.38341,1.38343,2822
2024.07.31 10:00,1.38343,1.3843,1.38339,1.38387,2985
