Time,Open,High,Low,Close,Volume
2024.07.30 06:00,0.90704,0.90753,0.90666,0.90743,2225
2024.07.30 07:00,0.90743,0.90763,0.90712,0.90748,2186
2024.07.30 08:00,0.90748,0.90779,0.90718,0.90749,2411
2024.07.30 09:00,0.9075,0.90804,0.90719,0.90798,3154
2024.07.30 10:00,0.908,0.90843,0.90697,0.90715,3795
2024.07.30 11:00,0.9072,0.90746,0.90638,0.90664,3636
2024.07.30 12:00,0.90666,0.90673,0.906,0.90611,2813
2024.07.30 13:00,0.90609,0.9062,0.90553,0.9057,2398
2024.07.30 14:00,0.90569,0.90584,0.90533,0.90559,2164
2024.07.30 15:00,0.90558,0.90598,0.9054,0.90583,3361
2024.07.30 16:00,0.90582,0.90604,0.90498,0.90524,4997
2024.07.30 17:00,0.90518,0.90562,0.90437,0.90546,6121
2024.07.30 18:00,0.90548,0.90576,0.90489,0.90491,5254
2024.07.30 19:00,0.90492,0.90534,0.90481,0.9049,4144
2024.07.30 20:00,0.90493,0.90555,0.90464,0.90534,4759
2024.07.30 21:00,0.90535,0.90597,0.90529,0.90571,3162
2024.07.30 22:00,0.90574,0.90598,0.90568,0.90591,2916
2024.07.30 23:00,0.90592,0.90594,0.90506,0.9052,2039
2024.07.31 00:00,0.90494,0.90518,0.90414,0.90506,421
2024.07.31 01:00,0.9051,0.90583,0.90495,0.90572,1146
2024.07.31 02:00,0.9057,0.9061,0.90557,0.90567,1683
2024.07.31 03:00,0.90566,0.90587,0.90515,0.90528,3429
2024.07.31 04:00,0.90528,0.9054,0.89825,0.89966,5159
2024.07.31 05:00,0.89964,0.90006,0.89805,0.89968,4082
2024.07.31 06:00,0.89967,0.90065,0.89954,0.89961,3216
2024.07.31 07:00,0.89964,0.90005,0.89848,0.899,3646
2024.07.31 08:00,0.89898,0.89905,0.89733,0.89843,3505
2024.07.31 09:00,0.89841,0.90024,0.89818,0.90024,4431
2024.07.31 10:00,0.90025,0.90047,0.89946,0.9001,4857
2024.07.31 11:00,0.9001,0.90024,0.89821,0.89885,4938
2024.07.31 12:00,0.89886,0.89958,0.89815,0.89942,3770
2024.07.31 13:00,0.89942,0.89975,0.89895,0.89943,3227
2024.07.31 14:00,0.89939,0.90031,0.89935,0.8998,3386
2024.07.31 15:00,0.8998,0.9013,0.8997,0.90115,5043
2024.07.31 16:00,0.90115,0.90215,0.90101,0.90208,5251
2024.07.31 17:00,0.90206,0.90227,0.90139,0.9021,6113
2024.07.31 18:00,0.90209,0.90215,0.90124,0.90193,4921
2024.07.31 19:00,0.90194,0.90224,0.90161,0.9018,3794
